id,created_at,text
692103317405569025,2016-01-26 21:54:24,"Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more: https://t.co/A1qQL1clRt"
692076250035130368,2016-01-26 20:06:50,Health care reform has helped millions—join the team that's fighting to protect it. https://t.co/DPtvgfEfMA https://t.co/8gpeGqnUCB
692054290974638080,2016-01-26 18:39:35,A new study confirms that the #TPP will raise wages for American workers and grow our economy. https://t.co/Yidp3pWnX3
691757468381253633,2016-01-25 23:00:07,Time's running out to #GetCovered before the January 31 deadline. Check out your options: https://t.co/vZQTajuEKR https://t.co/81GzIQY83h
691725379535376384,2016-01-25 20:52:36,Take a look at President Obama's latest common-sense step to help fight climate change: https://t.co/rQ0dK9U4Em #ActOnClimate
691693616780083200,2016-01-25 18:46:23,Join the millions who've enrolled in the new marketplace. The deadline is January 31: https://t.co/n4c40resJs https://t.co/K6AaIR0xe7
691656936513638400,2016-01-25 16:20:38,Fifteen of the 16 hottest years ever recorded have been in the 21st century. See for yourself: https://t.co/zO0lZfW3Kc #ActOnClimate
691000980675104768,2016-01-23 20:54:06,"""If you haven’t looked at your new coverage options, you’ve still got time to get covered."" —President Obama https://t.co/YlrvNmY65K"
690976223263068160,2016-01-23 19:15:44,"In the weekly address, President Obama encourages people to check out their health care options and #GetCovered: https://t.co/spW5qkgT4q"
690654246304280576,2016-01-22 21:56:18,Extreme voices in Congress have tried to dismantle #Obamacare more than 60 times—join the team that's fighting back: https://t.co/6gxO4bMTwA
690630604333789184,2016-01-22 20:22:22,Check ups: covered under Obamacare. https://t.co/lXbjvJra3n #GetCovered https://t.co/0rTsMXDNfC
690603140702285824,2016-01-22 18:33:14,97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate https://t.co/UaCZus7uv6
690583874213031936,2016-01-22 17:16:40,"""The government should not intrude on private decisions made between a woman and her doctor."" —President Obama #Roe43"
690293568074752000,2016-01-21 22:03:06,LIVE: President Obama is speaking at the U.S. Conference of Mayors. https://t.co/dCEpT6gc4K
690278799972241408,2016-01-21 21:04:25,Be prepared for the cold. #GetCovered today: https://t.co/ObT9sKM0sn https://t.co/MRgSnD7lOp
690247976816480257,2016-01-21 19:01:56,Get the peace of mind that comes with having health insurance—#GetCovered today: https://t.co/jsKJcmD7fm https://t.co/D4K9sj83xh
690231734009405441,2016-01-21 17:57:23,"Fighting climate change: ✔
Creating jobs: ✔
The solar industry is booming. https://t.co/8GYjQkeaTU"
690208504657784832,2016-01-21 16:25:05,"""The American auto industry is all the way back."" —President Obama #MadeInAmerica https://t.co/QnksUHjMuu"
689948905312776192,2016-01-20 23:13:32,It's official: Last year was the hottest year on record—by a very wide margin. https://t.co/RbbvWHIeG6 #ActOnClimate
689912851884937216,2016-01-20 20:50:16,LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. https://t.co/zxyBfHlwEc
689891745694244870,2016-01-20 19:26:24,Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: https://t.co/OJXlzUx8bN
689886018154070017,2016-01-20 19:03:38,"RT @WhiteHouse: 7 years ago, @POTUS bet big on rescuing the American auto industry. Here's how it paid off: https://t.co/rOfdMEt5IY https:/…"
689866276617908224,2016-01-20 17:45:12,Shop around: https://t.co/4qWv5nK5RK #GetCovered https://t.co/2f9AwU6kVU
689840970787979264,2016-01-20 16:04:38,Read how @OFA organizers are sharing their personal stories to help #StopGunViolence: https://t.co/0SQPvAfhjf
689542770344636416,2016-01-19 20:19:42,"RT @WhiteHouse: 25,000 pounds of enriched uranium = shipped out of Iran.
https://t.co/3PJ1t1gVwu #IranDeal https://t.co/EazEQzhpVo"
689516517428371457,2016-01-19 18:35:23,American diplomacy has helped make the world safer and more secure through the #IranDeal. Read how: https://t.co/BfksIZpjJe
689476975971307521,2016-01-19 15:58:15,"Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal https://t.co/viKHWJecue"
689124766888886273,2016-01-18 16:38:42,"""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms."" —President Obama #MLKDay"
688844894518034434,2016-01-17 22:06:35,"Happy birthday, @FLOTUS. Thank you for all you do. https://t.co/ITj9tbXk68"
688404667135463424,2016-01-16 16:57:17,"""That’s when America works best—when everyone has opportunity; when everyone has some security."" —President Obama https://t.co/Yy9JeoCN2I"
688385432032133120,2016-01-16 15:40:51,"In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. https://t.co/fMYh94fg1w"
688143112179322880,2016-01-15 23:37:57,President Obama announced a pause on new coal leases on federal lands—a step forward in the fight to #ActOnClimate: https://t.co/boMQbHvImy
688105672265707520,2016-01-15 21:09:11,"RT @WhiteHouse: ""If you don't have health insurance on your job then you shouldn't be without coverage"" —@POTUS #YouTubeAsksObama https://t…"
688078114367246338,2016-01-15 19:19:40,"LIVE: President Obama is answering questions from @smartereveryday, @sWooZ1e, and @ingridnilsen. https://t.co/OOb1kkF5r7 #YouTubeAsksObama"
688070644357926913,2016-01-15 18:50:00,Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: https://t.co/lkj0ZdiRBM
688063710317838337,2016-01-15 18:22:26,America now has the lowest uninsured rate on record thanks to #Obamacare. Repealing it doesn't make sense. https://t.co/qBMYaHA1pk
688050732734365696,2016-01-15 17:30:52,ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. https://t.co/cWb4OaWwuD
688030677158248448,2016-01-15 16:11:11,DEADLINE: Check out your options today for coverage that begins on February 1. https://t.co/NAoDBeHUgQ #GetCovered https://t.co/v9IBRrs3ur
687765276734062592,2016-01-14 22:36:34,Check out what @VP Biden told a group of @OFA supporters yesterday: https://t.co/NjCc5vq34H
687735389319135232,2016-01-14 20:37:48,Solar energy jobs have doubled in just five years. https://t.co/pBDPEYCuML #ActOnClimate
687688422866038784,2016-01-14 17:31:11,"""That’s the country we love. Clear-eyed. Big-hearted. Undaunted by challenge."" —President Obama #SOTU https://t.co/RPQCGgX0oN"
687668957659041792,2016-01-14 16:13:50,LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. https://t.co/6A5NKzELJX
687657026797715460,2016-01-14 15:26:25,"Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: https://t.co/4oJ9cvg1qy"
687401699221319680,2016-01-13 22:31:51,LIVE: President Obama is speaking in Omaha about moving our country forward. https://t.co/CnQqF3c0F9
687368562755813376,2016-01-13 20:20:10,LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. https://t.co/k5iTk6DCbZ
687355528297578496,2016-01-13 19:28:23,RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92
687342232232267776,2016-01-13 18:35:33,Missed President Obama's final #SOTU last night? Check out his full remarks. https://t.co/7KHp3EHK8D
687326437032906753,2016-01-13 17:32:47,Fired up from the #SOTU? RSVP to hear @VP talk about the work ahead with @OFA supporters: https://t.co/EIe2g6hT0I https://t.co/jIGBqLTDHB
687306917786595335,2016-01-13 16:15:13,RT @WhiteHouse: The 3rd annual #BigBlockOfCheeseDay is today! Here's how you can participate: https://t.co/DXxU8c7zOe https://t.co/diT4MJWQ…
687110240534315008,2016-01-13 03:13:41,Fired up and ready to go? Join the movement: https://t.co/stTSEUMkxN #SOTU
687109831237345281,2016-01-13 03:12:04,"""I believe in change because I believe in you."" —President Obama #SOTU"
687109072349298688,2016-01-13 03:09:03,"""I can promise that a year from now, when I no longer hold this office, I’ll be right there with you as a citizen."" —President Obama #SOTU"
687108544823345153,2016-01-13 03:06:57,"""Our collective future depends on your willingness to uphold your obligations as a citizen."" —President Obama #SOTU"
687108013849624576,2016-01-13 03:04:51,"""Democracy breaks down when the average person feels their voice doesn’t matter."" —President Obama #SOTU"
687107713227083777,2016-01-13 03:03:39,"""Our public life withers when only the most extreme voices get all the attention."" —President Obama #SOTU"
687107588022902784,2016-01-13 03:03:09,"""Democracy grinds to a halt without a willingness to compromise."" —President Obama #SOTU"
687107391817564161,2016-01-13 03:02:22,"""Democracy does require basic bonds of trust between its citizens."" —President Obama #SOTU"
687107101663993856,2016-01-13 03:01:13,"""The future we want ... is within our reach. But it will only happen if we work together."" —President Obama #SOTU"
687106894113050625,2016-01-13 03:00:24,"""We need to reject any politics that targets people because of race or religion."" —President Obama #SOTU"
687105424437280768,2016-01-13 02:54:33,President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU
687104412204978181,2016-01-13 02:50:32,RT @OFA: Hear some good ideas tonight? Show your support—add your name: https://t.co/8cTGcZuEBE #SOTU
687103528557359104,2016-01-13 02:47:01,"""Our troops are the finest fighting force in the history of the world."" —President Obama #SOTU"
687103411574030337,2016-01-13 02:46:33,"""The United States of America is the most powerful nation on Earth. Period."" —President Obama #SOTU"
687103265205432320,2016-01-13 02:45:58,"""We’ve got to accelerate the transition away from old, dirtier energy sources."" —President Obama #SOTU"
